Template,TemplateID
[C:3]-[CH;D2;+0:4]=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[C:3]-[CH2;D2;+0:4]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1974
[C:7]=[C:8]-[S;H0;D2;+0:9]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>Cl-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[C:7]=[C:8]-[SH;D1;+0:9],1975
[N;D1;H1:5]=[C:6]-[NH;D2;+0:7]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[N;D1;H1:5]=[C:6]-[NH2;D1;+0:7],1976
[C:1]-[c;H0;D3;+0:2]1:[cH;D2;+0:3]:[n;H0;D3;+0:6](-[c;H0;D3;+0:7](:[c:8]):[c:9]):[n;H0;D2;+0:5]:[n;H0;D2;+0:4]:1>>[C:1]-[C;H0;D2;+0:2]#[CH;D1;+0:3].[N-;H0;D1:4]=[N+;H0;D2:5]=[N;H0;D2;+0:6]-[c;H0;D3;+0:7](:[c:8]):[c:9],1977
[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[N;H0;D3;+0:8](-[C;D1;H3:9])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C;D1;H3:9],1978
[O;D1;H0:5]=[C:4]-[#7:3]-[CH2;D2;+0:1]-[c:2]>>O=[C;H0;D3;+0:1](-[c:2])-[#7:3]-[C:4]=[O;D1;H0:5],1979
[C:4]-[N;H0;D3;+0:5](-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3])-[c:6]1:[c:7]:[#7;a:8]:[#7;a:9]:[c:10]:1>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[c:6]1:[c:7]:[#7;a:8]:[#7;a:9]:[c:10]:1,1980
[S;D1;H0:6]=[C:5]-[#7:4]-[N;H0;D2;+0:3]=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[NH2;D1;+0:3]-[#7:4]-[C:5]=[S;D1;H0:6],1981
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[n;H0;D3;+0:6]1:[c:5]:[#7;a:4]:[c:8]:[c:7]:1>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[#7;a:4]1:[c:5]:[nH;D2;+0:6]:[c:7]:[c:8]:1,1982
[c:7]:[c;H0;D3;+0:6](:[c:8])-[c;H0;D3;+0:5]1:[n;H0;D2;+0:4]:[n;H0;D2;+0:1]:[n;H0;D2;+0:2]:[nH;D2;+0:3]:1>>[N-;H0;D1:1]=[N+;H0;D2:2]=[N-;H0;D1:3].[N;H0;D1;+0:4]#[C;H0;D2;+0:5]-[c;H0;D3;+0:6](:[c:7]):[c:8],1983
[#7;a:1]:[c:2]1:[c:8](:[c:9]:[#7;a:10])-[CH2;D2;+0:7]-[CH;D3;+0:5](-[C:6])-[CH2;D2;+0:4]-[NH;D2;+0:3]-1>>[#7;a:1]:[c:2]1:[n;H0;D2;+0:3]:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6]):[cH;D2;+0:7]:[c:8]:1:[c:9]:[#7;a:10],1984
[#7;a:4]:[n;H0;D3;+0:5](:[c:6]-[C:7](-[N;D1;H2:8])=[O;D1;H0:9])-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>C-C(=O)-O-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#7;a:4]:[nH;D2;+0:5]:[c:6]-[C:7](-[N;D1;H2:8])=[O;D1;H0:9],1985
[#8:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[C;H0;D2;+0:5]#[C:4]>>Cl-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3].[C:4]#[CH;D1;+0:5],1986
[C:4]-[N;H0;D3;+0:5](-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3])-[c:6]1:[c:7]:[#7;a:8]:[#7;a:9]:[c:10]:1>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[c:6]1:[c:7]:[#7;a:8]:[#7;a:9]:[c:10]:1,1987
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](-[C:2])=[CH2;D1;+0:6]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3]:[c:4]:[#7;a:5].[CH3;D1;+0:6]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1988
[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:5]-[c:6]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4].[NH2;D1;+0:5]-[c:6],1989
[#7;a:4]:[c:3](:[c:5]:[#7;a:6]):[c;H0;D3;+0:1](:[#7;a:2])-[CH2;D2;+0:8]-[C:7]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[CH2;D2;+0:8]-[Mg+],1990
[O;D1;H0:4]=[C:3](-[O;D1;H1:5])-[C:2]-[CH2;D2;+0:1]-[n;H0;D3;+0:9]1:[#7;a:8]:[c:7]:[#7;a:6]:[c:10]:1>>Cl-[CH2;D2;+0:1]-[C:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5].[#7;a:6]1:[c:7]:[#7;a:8]:[nH;D2;+0:9]:[c:10]:1,1991
[#7;a:6]:[c:7]:[c:8]-[O;H0;D2;+0:9]-[CH;D3;+0:1](-[C;D1;H3:2])-[C:3](-[#8:4])=[O;D1;H0:5]>>Br-[CH;D3;+0:1](-[C;D1;H3:2])-[C:3](-[#8:4])=[O;D1;H0:5].[#7;a:6]:[c:7]:[c:8]-[OH;D1;+0:9],1992
[#7;a:2]:[c;H0;D3;+0:1](-[O;H0;D2;+0:7]-[c:8]):[c:3](:[#7;a:4]):[c:5]:[#7;a:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[OH;D1;+0:7]-[c:8],1993
[#7;a:3]:[c:4]-[N;H0;D3;+0:5](-[CH2;D2;+0:1]-[C:2])-[C:6](-[#8:7])=[O;D1;H0:8]>>Br-[CH2;D2;+0:1]-[C:2].[#7;a:3]:[c:4]-[NH;D2;+0:5]-[C:6](-[#8:7])=[O;D1;H0:8],1994
[#7:4]-[C:5](=[O;D1;H0:6])-[C;H0;D3;+0:7](-[c:8])=[C;H0;D3;+0:1](-[#8:2])-[c:3]>>O=[C;H0;D3;+0:1](-[#8:2])-[c:3].[#7:4]-[C:5](=[O;D1;H0:6])-[CH2;D2;+0:7]-[c:8],1995
[#8:2]-[CH;D3;+0:1](-[C:3])-[n;H0;D3;+0:7]1:[#7;a:6]:[c:5]:[#7;a:4]:[c:8]:1>>Cl-[CH;D3;+0:1](-[#8:2])-[C:3].[#7;a:4]1:[c:5]:[#7;a:6]:[nH;D2;+0:7]:[c:8]:1,1996
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](-[CH3;D1;+0:5]):[c:2]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[CH3;D1;+0:5]-[Mg+],1997
[#7;a:2]:[c:3]1:[c:4]:[#16;a:5]:[c:6]:[n+;H0;D3:7]:1-[O-;H0;D1:1]>>Cl-c1:c:c:c:c(-C(=O)-O-[OH;D1;+0:1]):c:1.[#7;a:2]:[c:3]1:[c:4]:[#16;a:5]:[c:6]:[n;H0;D2;+0:7]:1,1998
[C;D1;H3:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:5]-[C:4]=[O;D1;H0:3]>>I-[CH2;D2;+0:1]-[C;D1;H3:2].[O;D1;H0:3]=[C:4]-[OH;D1;+0:5],1999
[#7;a:1]:[c:2](:[#8;a:3])-[CH;D3;+0:4](-[OH;D1;+0:5])-[C@@H;D3;+0:6](-[#7:7]-[C:8]=[O;D1;H0:9])-[C:10]-[C:11](-[#8:12])=[O;D1;H0:13]>>[#7;a:1]:[c:2](:[#8;a:3])-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[CH;D3;+0:6](-[#7:7]-[C:8]=[O;D1;H0:9])-[C:10]-[C:11](-[#8:12])=[O;D1;H0:13],2000
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[C;D1;H3:4])-[c:6]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C;D1;H3:4]-[NH;D2;+0:5]-[c:6],2001
[#7:4]-[C:3](-[#8:5])-[CH2;D2;+0:1]-[OH;D1;+0:2]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C:3](-[#7:4])-[#8:5],2002
[#8;a:2]:[c;H0;D3;+0:3](:[c:4])-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5])-[C:7]>>O=[CH2;D1;+0:1].[#8;a:2]:[cH;D2;+0:3]:[c:4].[C:5]-[NH;D2;+0:6]-[C:7],2003
[#7:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:7](-[C:8])-[C:6]-[C:5]=[C:4]>>Cl-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[C:4]=[C:5]-[C:6]-[NH;D2;+0:7]-[C:8],2004
[#16;a:1]:[c:2](:[#7;a:3])-[NH;D2;+0:4]-[C;H0;D3;+0:7](=[O;D1;H0:8])-[NH;D2;+0:6]-[C:5]>>[#16;a:1]:[c:2](:[#7;a:3])-[NH2;D1;+0:4].[C:5]-[N;H0;D2;+0:6]=[C;H0;D2;+0:7]=[O;D1;H0:8],2005
[C:3]=[C:2]-[CH;D2;+0:1]=[N;H0;D2;+0:4]-[#7:5]-[C:6]=[S;D1;H0:7]>>O=[CH;D2;+0:1]-[C:2]=[C:3].[NH2;D1;+0:4]-[#7:5]-[C:6]=[S;D1;H0:7],2006
[C:2]-[C;H0;D3;+0:1](=[N;H0;D2;+0:3]-[C:4])-[c;H0;D3;+0:6](:[c:5]):[c:7]>>O=[C;H0;D3;+0:1](-[C:2])-[NH;D2;+0:3]-[C:4].[c:5]:[cH;D2;+0:6]:[c:7],2007
[#7;a:4]:[#7;a:3]:[c;H0;D3;+0:1](:[c:2])-[S;H0;D2;+0:8]-[C:7]-[C:6]=[C;D1;H2:5]>>Cl-[c;H0;D3;+0:1](:[c:2]):[#7;a:3]:[#7;a:4].[C;D1;H2:5]=[C:6]-[C:7]-[SH;D1;+0:8],2008
[#7;a:4]:[c:5]1:[#7;a:6]:[c:7]:[n;H0;D3;+0:8](-[CH2;D2;+0:1]-[C:2]=[C;D1;H2:3]):[c:9]:1>>Br-[CH2;D2;+0:1]-[C:2]=[C;D1;H2:3].[#7;a:4]:[c:5]1:[#7;a:6]:[c:7]:[nH;D2;+0:8]:[c:9]:1,2009
[#7;a:4]:[c:5]-[O;H0;D2;+0:6]-[CH;D3;+0:1](-[C:2])-[C;D1;H3:3]>>O-[CH;D3;+0:1](-[C:2])-[C;D1;H3:3].[#7;a:4]:[c:5]-[OH;D1;+0:6],2010
[#7;a:4]:[n;H0;D3;+0:5](:[c:6]:[#7;a:7])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[nH;D2;+0:5]:[c:6]:[#7;a:7],2011
[#7;a:6]:[c:5]:[c:3](:[#7;a:4])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:9]-[c:8]:[#7;a:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[#7;a:7]:[c:8]-[NH2;D1;+0:9],2012
[O;D1;H0:1]=[C;H0;D3;+0:2](-[NH;D2;+0:3]-[c:4])-[O;H0;D2;+0:5]-[c:6]>>[O;D1;H0:1]=[C;H0;D2;+0:2]=[N;H0;D2;+0:3]-[c:4].[OH;D1;+0:5]-[c:6],2013
[#7;a:4]:[c:5]:[c:6]-[O;H0;D2;+0:7]-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[#7;a:4]:[c:5]:[c:6]-[OH;D1;+0:7],2014
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[NH;D2;+0:5]-[C;D1;H3:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C;D1;H3:4]-[NH2;D1;+0:5],2015
[C;D1;H3:1]-[C;H0;D4;+0:2](-[C;D1;H3:3])(-[CH3;D1;+0:4])-[O;H0;D2;+0:7]-[C:6]=[O;D1;H0:5]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[O;D1;H0:5]=[C:6]-[OH;D1;+0:7],2016
[#7;a:5]:[#7;a:4]:[c:2](:[#8;a:3])-[CH2;D2;+0:1]-[O;H0;D2;+0:7]-[C:6]>>Cl-[CH2;D2;+0:1]-[c:2](:[#8;a:3]):[#7;a:4]:[#7;a:5].[C:6]-[OH;D1;+0:7],2017
[C:9]-[NH;D2;+0:10]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1-[C:7]=[O;D1;H0:8]>>Cl-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1-[C:7]=[O;D1;H0:8].[C:9]-[NH2;D1;+0:10],2018
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[#8;a:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].Br-[c;H0;D3;+0:4](:[#8;a:5]):[c:6],2019
[#7;a:9]:[#7;a:8]:[c;H0;D3;+0:6](:[c:7])-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5]>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5])-O-C-1(-C)-C.Cl-[c;H0;D3;+0:6](:[c:7]):[#7;a:8]:[#7;a:9],2020
[#7;a:4]:[#7;a:5]:[c:6]-[O;H0;D2;+0:7]-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[#7;a:4]:[#7;a:5]:[c:6]-[OH;D1;+0:7],2021
[#7;a:2]:[nH;D2;+0:1]:[c:3]>>C-C(-C)(-C)-O-C(=O)-[n;H0;D3;+0:1](:[#7;a:2]):[c:3],2022
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5](:[c:6]):[c:7]:[#7;a:8]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].O-B(-O)-[c;H0;D3;+0:5](:[c:6]):[c:7]:[#7;a:8],2023
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[N;H0;D3;+0:8](-[C:9])-[C:7]-[C:5](-[#8:4])=[O;D1;H0:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C:9],2024
[#8:2]-[C:3]-[S;H0;D3;+0:4](=[O;H0;D1;+0:1])-[c:5]>>Cl-c1:c:c:c:c(-C(=O)-O-[OH;D1;+0:1]):c:1.[#8:2]-[C:3]-[S;H0;D2;+0:4]-[c:5],2025
[CH3;D1;+0:1]-[N;H0;D3;+0:7]1-[C:8]-[C:3](=[O;D1;H0:2])-[#7:4]-[C:5]-1=[O;D1;H0:6]>>I-[CH3;D1;+0:1].[O;D1;H0:2]=[C:3]1-[#7:4]-[C:5](=[O;D1;H0:6])-[NH;D2;+0:7]-[C:8]-1,2026
[C:2]-[CH2;D2;+0:1]-[OH;D1;+0:3]>>C-C(-C)(-C)-O-[C;H0;D3;+0:1](-[C:2])=[O;H0;D1;+0:3],2027
[C:2]-[C;H0;D4;+0:3](-[C;D1;H3:4])(-[CH3;D1;+0:1])-[OH;D1;+0:5]>>[CH3;D1;+0:1]-[Mg+].[C:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;H0;D1;+0:5],2028
[c:4]/[CH;D2;+0:3]=[CH;D2;+0:1]/[c:2]>>C-C-O-P(=O)(-O-C-C)-[CH2;D2;+0:1]-[c:2].O=[CH;D2;+0:3]-[c:4],2029
[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]1-[#16:8]-[C:9]=[#7:10]-[N;H0;D3;+0:11]-1-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]1-[#16:8]-[C:9]=[#7:10]-[NH;D2;+0:11]-1,2030
[#7:4]-[N;H0;D2;+0:5]=[CH;D2;+0:1]-[c:2]:[#7;a:3]>>O=[CH;D2;+0:1]-[c:2]:[#7;a:3].[#7:4]-[NH2;D1;+0:5],2031
[#7;a:4]:[c:3]:[c:2]-[CH3;D1;+0:1]>>Cl-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4],2032
[#16;a:1]:[c:2]:[c:3](:[#7;a:4])-[C;H0;D3;+0:5](-[C;D1;H3:6])=[O;H0;D1;+0:7]>>[#16;a:1]:[c:2]:[c:3](:[#7;a:4])-[CH;D3;+0:5](-[C;D1;H3:6])-[OH;D1;+0:7],2033
[C:1]-[CH;D3;+0:2](-[c:3])-[CH2;D2;+0:4]-[C:5]>>[C:1]-[C;H0;D3;+0:2](-[c:3])=[CH;D2;+0:4]-[C:5],2034
[#7;a:2]:[c:3]:[n;H0;D3;+0:4](-[CH3;D1;+0:1]):[c:5]>>I-[CH3;D1;+0:1].[#7;a:2]:[c:3]:[nH;D2;+0:4]:[c:5],2035
[#7;a:3]:[c:4](:[c:13]:[#7;a:14])-[N;H0;D3;+0:5](-[CH2;D2;+0:1]-[C:2])-[C:6](=[O;D1;H0:7])-[#8:8]-[C:9](-[C;D1;H3:10])(-[C;D1;H3:11])-[C;D1;H3:12]>>Br-[CH2;D2;+0:1]-[C:2].[#7;a:3]:[c:4](-[NH;D2;+0:5]-[C:6](=[O;D1;H0:7])-[#8:8]-[C:9](-[C;D1;H3:10])(-[C;D1;H3:11])-[C;D1;H3:12]):[c:13]:[#7;a:14],2036
[#7;a:5]:[#8;a:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[c:7]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[#8;a:4]:[#7;a:5].[OH;D1;+0:6]-[c:7],2037
[C:5]/[C:4]=[C:3]/[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:6]-[c:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])/[C:3]=[C:4]/[C:5].[NH2;D1;+0:6]-[c:7],2038
[C:4]-[N;H0;D3;+0:5](-[C:6]-[C:7](=[O;D1;H0:8])-[O;D1;H1:9])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[NH;D2;+0:5]-[C:6]-[C:7](=[O;D1;H0:8])-[O;D1;H1:9],2039
[C:4]-[O;H0;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>O-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[OH;D1;+0:5],2040
[C:2]#[C:3]-[C:4]-[O;H0;D2;+0:5]-[CH3;D1;+0:1]>>I-[CH3;D1;+0:1].[C:2]#[C:3]-[C:4]-[OH;D1;+0:5],2041
[#7;a:8]:[c:9]-[NH;D2;+0:10]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7]>>C-C(-C)(-C)-O-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7].[#7;a:8]:[c:9]-[NH2;D1;+0:10],2042
[C:3]-[N;H0;D3;+0:4](-[C:5])-[CH2;D2;+0:1]-[C;D1;H3:2]>>Br-[CH2;D2;+0:1]-[C;D1;H3:2].[C:3]-[NH;D2;+0:4]-[C:5],2043
[#7;a:2]:[c;H0;D3;+0:1](-[S;H0;D2;+0:6]-[c:7]):[c:3]:[c:4]:[#7;a:5]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[SH;D1;+0:6]-[c:7],2044
[#7;a:5]:[c:4]1:[#16;a:3]:[c:2]:[c;H0;D3;+0:1](-[c;H0;D3;+0:7](:[#8;a:8]):[c:9]):[c:6]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[#16;a:3]:[c:4](:[#7;a:5]):[c:6]:1.C-C1(-C)-O-B(-[c;H0;D3;+0:7](:[#8;a:8]):[c:9])-O-C-1(-C)-C,2045
[#8:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D2;+0:5]=[C:4]>>Cl-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3].[C:4]=[NH;D1;+0:5],2046
[C:5]-[N;H0;D3;+0:6](-[C:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4].[C:5]-[NH;D2;+0:6]-[C:7],2047
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[C;H0;D3;+0:6](=[O;D1;H0:7])-[c:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].C-O-N(-C)-[C;H0;D3;+0:6](=[O;D1;H0:7])-[c:8],2048
[#8:5]-[C:6](=[O;D1;H0:7])-[N;H0;D3;+0:8](-[C:9]=[O;D1;H0:10])-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4]>>Br-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].[#8:5]-[C:6](=[O;D1;H0:7])-[NH;D2;+0:8]-[C:9]=[O;D1;H0:10],2049
[#7:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:5]-[C:4]>>C-C-O-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[C:4]-[NH2;D1;+0:5],2050
[c:2]-[C;H0;D4;+0:1](-[c:3])(-[c:4])-[n;H0;D3;+0:8]1:[#7;a:7]:[#7;a:6]:[#7;a:5]:[c:9]:1>>Cl-[C;H0;D4;+0:1](-[c:2])(-[c:3])-[c:4].[#7;a:5]1:[#7;a:6]:[#7;a:7]:[nH;D2;+0:8]:[c:9]:1,2051
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:6]1:[#7;a:7]:[#7;a:8]:[c:9]:[c:10]:1>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].O-B(-O)-[c;H0;D3;+0:6]1:[#7;a:7]:[#7;a:8]:[c:9]:[c:10]:1,2052
[O;D1;H0:3]=[C:4]-[C:5]-[O;H0;D2;+0:6]-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[O;D1;H0:3]=[C:4]-[C:5]-[OH;D1;+0:6],2053
[#7;a:3]:[#7;a:4]:[c:5]-[NH;D2;+0:6]-[CH2;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[#7;a:3]:[#7;a:4]:[c:5]-[NH2;D1;+0:6],2054
[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[S;H0;D2;+0:7]-[C:6]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[C:6]-[SH;D1;+0:7],2055
[#7;a:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[c:4]:[c:5]:[#7;a:6]>>[#7;a:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[c:4]:[c:5]:[#7;a:6],2056
[C:5]-[N;H0;D3;+0:6](-[C:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4].[C:5]-[NH;D2;+0:6]-[C:7],2057
[O;H0;D1;+0:3]=[CH;D2;+0:1]-[c:2]>>C-O-[CH;D3;+0:1](-[c:2])-[O;H0;D2;+0:3]-C,2058
[#7;a:4]:[c:3]:[nH;D2;+0:1]:[c:2]>>C-C(-C)(-C)-O-C(=O)-[n;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4],2059
[#8:1]-[C:2](=[O;D1;H0:3])-[C@@H;D3;+0:4]1-[#7:5]-[C:6](=[O;D1;H0:7])-[CH2;D2;+0:8]-[C@@H;D3;+0:9]-1-[c:10]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4]1-[#7:5]-[C:6](=[O;D1;H0:7])-[CH;D2;+0:8]=[C;H0;D3;+0:9]-1-[c:10],2060
[#8:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:7]-[C:6]-[C:4](-[#8:3])=[O;D1;H0:5]>>Cl-[CH2;D2;+0:1]-[#8:2].[#8:3]-[C:4](=[O;D1;H0:5])-[C:6]-[OH;D1;+0:7],2061
[#8:5]-[C:4](=[O;D1;H0:6])-[c:3]:[c;H0;D3;+0:1](:[c:2])-[N;H0;D2;+0:7]=[#7;+:8]=[N;-;D1;H0:9]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](-[#8:5])=[O;D1;H0:6].[N-;H0;D1:7]=[#7;+:8]=[N;-;D1;H0:9],2062
[#7;a:11]:[c:10]:[c;H0;D3;+0:8](:[c:9])-[c;H0;D3;+0:1](:[c:2]):[c:3](:[#7;a:4])-[C:5](-[#8:6])=[O;D1;H0:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3](:[#7;a:4])-[C:5](-[#8:6])=[O;D1;H0:7].O-B(-O)-[c;H0;D3;+0:8](:[c:9]):[c:10]:[#7;a:11],2063
[C:3]-[c;H0;D3;+0:2]1:[cH;D2;+0:1]:[n;H0;D2;+0:6]:[c;H0;D3;+0:5](-[c;H0;D3;+0:7](:[c:8]):[c:9]):[nH;D2;+0:4]:1>>Br-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=O)-[C:3].[NH2;D1;+0:4]-[C;H0;D3;+0:5](=[NH;D1;+0:6])-[c;H0;D3;+0:7](:[c:8]):[c:9],2064
[#7:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH;D2;+0:9]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[#7:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH2;D1;+0:9],2065
